,param_classifier,param_classifier__C,param_classifier__gamma,params,mean_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_f1_micro,rank_test_f1_micro,mean_train_f1_micro,mean_test_hamming_loss,rank_test_hamming_loss,mean_train_hamming_loss
21,"SVC(C=0.0001, gamma=0.0001)",0.01,0.1,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 0.01, 'classifier__gamma': 0.1}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
22,"SVC(C=0.0001, gamma=0.0001)",0.01,1.0,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 0.01, 'classifier__gamma': 1.0}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
23,"SVC(C=0.0001, gamma=0.0001)",0.01,10.0,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 0.01, 'classifier__gamma': 10.0}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
24,"SVC(C=0.0001, gamma=0.0001)",0.01,100.0,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 0.01, 'classifier__gamma': 100.0}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
25,"SVC(C=0.0001, gamma=0.0001)",0.01,1000.0,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 0.01, 'classifier__gamma': 1000.0}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
26,"SVC(C=0.0001, gamma=0.0001)",0.01,10000.0,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 0.01, 'classifier__gamma': 10000.0}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
27,"SVC(C=0.0001, gamma=0.0001)",0.1,0.0001,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 0.0001}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
28,"SVC(C=0.0001, gamma=0.0001)",0.1,0.001,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 0.001}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
29,"SVC(C=0.0001, gamma=0.0001)",0.1,0.01,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 0.01}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
30,"SVC(C=0.0001, gamma=0.0001)",0.1,0.1,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 0.1}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
31,"SVC(C=0.0001, gamma=0.0001)",0.1,1.0,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 1.0}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
32,"SVC(C=0.0001, gamma=0.0001)",0.1,10.0,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 10.0}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
33,"SVC(C=0.0001, gamma=0.0001)",0.1,100.0,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 100.0}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
34,"SVC(C=0.0001, gamma=0.0001)",0.1,1000.0,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 1000.0}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
35,"SVC(C=0.0001, gamma=0.0001)",0.1,10000.0,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 10000.0}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
36,"SVC(C=0.0001, gamma=0.0001)",1.0,0.0001,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 0.0001}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
37,"SVC(C=0.0001, gamma=0.0001)",1.0,0.001,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 0.001}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
38,"SVC(C=0.0001, gamma=0.0001)",1.0,0.01,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 0.01}",0.161,3,0.2094,0.6566,67,0.678,-0.3258,4,-0.3079
39,"SVC(C=0.0001, gamma=0.0001)",1.0,0.1,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 0.1}",0.1488,4,0.5716,0.6566,68,0.8282,-0.3226,3,-0.1554
40,"SVC(C=0.0001, gamma=0.0001)",1.0,1.0,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 1.0}",0.1225,75,0.9976,0.6631,60,0.9995,-0.3555,18,-0.0004
41,"SVC(C=0.0001, gamma=0.0001)",1.0,10.0,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 10.0}",0.1225,16,0.9976,0.6631,1,0.9995,-0.3562,23,-0.0004
42,"SVC(C=0.0001, gamma=0.0001)",1.0,100.0,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 100.0}",0.1225,16,0.9976,0.6631,1,0.9995,-0.3562,23,-0.0004
43,"SVC(C=0.0001, gamma=0.0001)",1.0,1000.0,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 1000.0}",0.1225,16,0.9976,0.6631,1,0.9995,-0.3562,23,-0.0004
44,"SVC(C=0.0001, gamma=0.0001)",1.0,10000.0,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 10000.0}",0.1225,16,0.9976,0.6631,1,0.9995,-0.3562,23,-0.0004
45,"SVC(C=0.0001, gamma=0.0001)",10.0,0.0001,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 10.0, 'classifier__gamma': 0.0001}",0.1225,16,0.1482,0.6631,1,0.674,-0.3562,23,-0.3442
46,"SVC(C=0.0001, gamma=0.0001)",10.0,0.001,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 10.0, 'classifier__gamma': 0.001}",0.1707,2,0.2115,0.6589,65,0.6776,-0.3214,1,-0.306
47,"SVC(C=0.0001, gamma=0.0001)",10.0,0.01,"{'classifier': SVC(C=0.0001, gamma=0.0001), 'classifier__C': 10.0, 'classifier__gamma': 0.01}",0.1298,9,0.4752,0.6319,73,0.778,-0.3338,8,-0.1964
